User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,ASIASCV7W3AVGXOI2RXC,2021-04-17T17:11:21Z,cloudtrail.amazonaws.com,CreateTrail,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:143209715754:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-143209715754-1df5efc7""}]",669bb3a2-8f6d-4732-b3e1-11c6a66c0e65,48a33ed1-e2c0-43ed-b750-b0f3b79924d1,false,AwsApiCall,143209715754,Management
CloudTrail,ASIASCV7W3AVGXOI2RXC,2021-04-17T17:11:21Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,137.83.248.30,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-143209715754-1df5efc7""}]",GY9N9AV3X99GB920,85a5c907-af58-4bd1-9f9d-62b0b891b161,false,AwsApiCall,143209715754,Management
CloudTrail,ASIASCV7W3AVGXOI2RXC,2021-04-17T17:11:21Z,cloudtrail.amazonaws.com,StartLogging,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",f98b84d6-ecd0-453f-bdf5-74eb68a1058a,9f878745-c18c-48ce-921d-fa77b919af31,false,AwsApiCall,143209715754,Management
CloudTrail,ASIASCV7W3AVGXOI2RXC,2021-04-17T17:11:21Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,137.83.248.30,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-143209715754-1df5efc7""}]",M01BG9TPCG5SFNH1,c63fac73-ea4b-41ca-9de4-6a1528b3363d,false,AwsApiCall,143209715754,Management
CloudTrail,ASIASCV7W3AVGXOI2RXC,2021-04-17T17:11:20Z,s3.amazonaws.com,CreateBucket,us-east-1,137.83.248.30,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-143209715754-1df5efc7""}]",17N77ZQ4ENEWTS8K,864d86dc-48b2-45a5-a0a0-fc3d3941c68b,false,AwsApiCall,143209715754,Management
CloudTrail,,2021-04-17T17:10:37Z,signin.amazonaws.com,ConsoleLogin,us-east-1,137.83.248.30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36 Edg/90.0.818.39",,[],,427ceca2-8e83-4078-af58-e533305a5ae8,false,AwsConsoleSignIn,143209715754,Management
Accountant,ASIASCV7W3AVNWLMDZCM,2021-04-17T17:08:42Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],c1633629-b4c8-422c-82b9-fb6c64dc538c,1865aee1-fc67-4345-8870-b0f8f0cf4955,false,AwsApiCall,143209715754,Management
Accountant,,2021-04-17T17:08:20Z,signin.amazonaws.com,ConsoleLogin,us-east-1,137.83.248.30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36 Edg/90.0.818.39",,[],,710dafef-d85e-4520-88ca-51e20c1aa461,false,AwsConsoleSignIn,143209715754,Management
CloudTrail,ASIASCV7W3AVGW5PZH7D,2021-04-17T17:07:21Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],bf7a8bbf-d09c-4e60-b702-0571ed1fc1e5,b9ed5785-eb9a-4159-bb70-2caf8f806636,false,AwsApiCall,143209715754,Management
CloudTrail,,2021-04-17T17:07:01Z,signin.amazonaws.com,ConsoleLogin,us-east-1,137.83.248.30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36 Edg/90.0.818.39",,[],,2b3ca74a-6883-4faf-81fc-3ef81084fc61,false,AwsConsoleSignIn,143209715754,Management
root,,2021-04-17T17:05:31Z,signin.amazonaws.com,ConsoleLogin,us-east-1,137.83.248.30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36 Edg/90.0.818.39",,[],,dc692977-f5fb-445a-a2f5-27269eac9a87,false,AwsConsoleSignIn,143209715754,Management
root,,2021-04-17T17:03:21Z,signin.amazonaws.com,ConsoleLogin,us-east-1,137.83.248.30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36 Edg/90.0.818.39",,[],,635714c0-01a0-4b6e-ba16-e1a802ee7173,false,AwsConsoleSignIn,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T17:00:26Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",1cb6cc96-634e-4e06-a931-071d90b1c9ea,1ae03e62-8d7e-4b5f-9046-447ccf89b511,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T17:00:25Z,iam.amazonaws.com,CreateUser,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::143209715754:user/Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDASCV7W3AVAXRPYPZIQ""}]",de0f8086-a05d-46bd-ba1a-e8870b83dec4,49f99281-1385-4194-93f1-249327f2ef78,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T17:00:25Z,iam.amazonaws.com,AddUserToGroup,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",e2c0a52d-bee5-47cb-9aaa-5c5d89b4c0c0,60d0739e-af5c-42df-b58a-9fb36e0f416c,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T17:00:25Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",338eb07c-975c-456b-9a00-2ec194a2b880,f14e1795-0b6b-4858-b723-878e15d50192,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:59:23Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",5b3c961d-6453-4878-a6d2-a828c5145f0f,5c5c32ca-df71-4164-b4c6-24220276df28,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:59:23Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",1cd2e812-bdf7-43d8-b09e-b8556ab7cd39,ad1c2830-8da7-4c3e-80c4-f12afbfa8a98,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:59:23Z,iam.amazonaws.com,AddUserToGroup,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",681073a6-ff68-48b9-b7ae-13a7efca75cb,c3a1f247-3b05-4ca0-ace9-612a7effa3c1,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:59:22Z,iam.amazonaws.com,CreateUser,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::143209715754:user/CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDASCV7W3AVJIWYU74IL""}]",d316e442-e20c-48ac-b932-9b9491efd562,1e6c8469-06de-4d6e-af80-553729167185,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:44:17Z,iam.amazonaws.com,CreateGroup,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::143209715754:group/Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPASCV7W3AVCQZTD5P2U""}]",90bf6374-be01-4f1b-b0b4-fe720c4929b7,6e49f2e3-7e21-46b1-9c84-6098ee55ee79,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:44:17Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",6e8bbfc0-a162-41c5-9de2-668829f8a2bc,f621ca1c-203d-4363-95fc-7d9dc8c59213,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:43:41Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",c9f67cf2-9384-4bda-bfab-c7ca69917c1a,1639ab5c-5a59-4d93-9cd8-1a74f4e46680,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:43:41Z,iam.amazonaws.com,CreateGroup,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::143209715754:group/CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPASCV7W3AVFALMYEN2K""}]",b7fb7108-2749-4e32-a5f1-6acc04f586f0,9ebd4def-e0c3-470d-88f7-65b7a9e4faab,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:43:41Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",3b1db621-9681-40c7-b847-0a8bf9c4dc6a,c36c61df-d942-4a7c-936e-b34d1c084373,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:41:24Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,137.83.248.30,console.amazonaws.com,,[],25b95b48-22c4-498e-b83e-94b35ff33a7f,257669e1-f991-4ef7-bf24-0e12d6f0a33e,false,AwsApiCall,143209715754,Management
root,ASIAIS4P73SHNZXUVFHA,2021-04-17T16:40:06Z,iam.amazonaws.com,DeleteRole,us-east-1,iam.amazonaws.com,iam.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AWSServiceRoleForRDS""}]",4c72b9b3-b7d7-494b-b47d-3f14723d9de6,ecf78898-bf68-471c-a40d-8d81d1df16de,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:39:57Z,iam.amazonaws.com,DeleteServiceLinkedRole,us-east-1,137.83.248.30,console.amazonaws.com,,[],9e0de5c4-79f4-4e52-aa40-2c1382f86445,02f2adeb-f05e-4f0b-a834-098729cdffcd,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:39:57Z,iam.amazonaws.com,DetachRolePolicy,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/service-role/AmazonRDSEnhancedMonitoringRole""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""rds-monitoring-role""}]",ba17691e-2364-4234-931b-96db32414131,30ca8272-7891-4f94-9990-3ff62903d307,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:39:57Z,iam.amazonaws.com,DeleteRole,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""rds-monitoring-role""}]",77bf225e-fe89-49b6-9209-0dcfe728dfae,95bbdb61-cf85-4a50-a285-33a2cd2e88ac,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:39:07Z,iam.amazonaws.com,DeleteLoginProfile,us-east-1,137.83.248.30,console.amazonaws.com,NoSuchEntityException,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""amplify-user""}]",04c397c3-9801-4aba-876e-b24e4d3ccffb,140c5c9c-79bc-40d5-b72a-c2ca8b4e8cd3,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:39:07Z,iam.amazonaws.com,DetachUserPolicy,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""amplify-user""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",b7ad778b-ebd9-4564-b1b7-87b080e439ca,166d641d-4d4a-48e2-82a0-104fe9d741f8,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:39:07Z,iam.amazonaws.com,DeleteAccessKey,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIASCV7W3AVJTVBYJPZ""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""amplify-user""}]",81f98c3b-5611-4cb8-97ba-154f817e2006,5d9a1fac-ed09-43f6-9c5e-1feec43fdd27,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:39:07Z,iam.amazonaws.com,DetachUserPolicy,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""developer-blog""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::143209715754:policy/GatsbyCloud""}]",9dadbcb1-7ee4-4a5d-ab91-b557edf256ec,63458f81-2100-421a-be77-22cd46171a3b,false,AwsApiCall,143209715754,Management
